Price;ft2;Location;No. of Bedrooms
9200000;3500;Sector-18 Dwarka;4
24500000;1100;Sector 13 Dwarka;2
12500000;2600;Sector 6 Dwarka;4
233400000;1050;Delhi;3
235000000;4966;Greater Kailash;3
105700000;5000;Greater Kailash;3
188000000;2250;Greater Kailash;3
112800000;4000;Greater Kailash;4
327800000;2402;Greater Kailash;3
108600000;6976;Greater Kailash;5
2300000;2311;Greater Kailash;3
15500000;495;Abul Fazal Enclave Jamia Nagar;2
19000000;1500;Vasant Kunj;2
9000000;2250;dwarka sector 12;4
10500000;1050;Paschim Vihar;2
62500000;1100;Sector 13 Rohini;2
5100000;3250;Moti Nagar;4
14800000;750;Paschim Vihar;2
15800000;1800;Sector 6 Dwarka;3
17500000;1800;Sector 6 Dwarka;3
14500000;2200;Sector 13 Dwarka;4
19000000;1800;Sector 9 Dwarka;3
14900000;1800;Sector 11 Dwarka;3
14500000;1800;Sector 5 Dwarka;3
20000000;1800;Sector 2 Dwarka;3
16500000;2200;Sector 19 Dwarka;3
18500000;1850;Sector-18 Dwarka;3
16200000;1850;Sector 12 Dwarka;3
12500000;1700;Sector 6 Dwarka;3
4800000;1800;Sector 3 Dwarka;3
13799999;600;Sector 11 Dwarka;1
14800000;1750;Sector 10 Dwarka;3
21000000;1800;Sector 4 Dwarka;3
15100000;2200;Sector 10 Dwarka;3
18000000;1800;Sector 10 Dwarka;3
19200000;1850;Sector 22 Dwarka;3
21000000;2300;Sector 11 Dwarka;4
15000000;2300;Sector 11 Dwarka;4
19200000;1800;Sector 11 Dwarka;3
18800000;1800;Sector 9 Dwarka;3
12500000;2200;Sector 19 Dwarka;4
15800000;1800;Sector 2 Dwarka;3
12500000;1800;Sector 12 Dwarka;3
19500000;1750;Sector 7 Dwarka;3
14700000;2300;Sector 19 Dwarka;4
18500000;2100;Sector 4 Dwarka;4
18500000;1900;Sector 22 Dwarka;3
16000000;2200;Sector 9 Dwarka;4
15800000;1850;Sector 6 Dwarka;3
7800000;1800;Sector 6 Dwarka;3
16500000;1000;Sector 6 Dwarka;2
14000000;1800;Sector 4 Dwarka;3
16500000;1850;Sector 10 Dwarka;3
13500000;1850;Sector 19 Dwarka;3
15400000;1800;Sector 7 Dwarka;3
20900000;2200;Palam;4
15500000;2200;Sector 19 Dwarka;4
17800000;1800;Sector 7 Dwarka;3
22799999;1900;Sector 4 Dwarka;3
18000000;2200;Sector 19 Dwarka;4
20000000;1900;Sector 2 Dwarka;3
14800000;1900;Sector 10 Dwarka;3
15400000;1800;Sector 4 Dwarka;3
20000000;1800;Sector 12 Dwarka;3
17000000;2200;Sector 13 Dwarka;4
13500000;1900;Sector 11 Dwarka;4
15800000;1800;Palam;3
15500000;1800;Sector 22 Dwarka;3
16000000;1850;Sector 22 Dwarka;3
15500000;1800;Sector 13 Dwarka;3
13500000;1850;Sector 4 Dwarka;3
13799999;1950;Sector 5 Dwarka;4
14500000;1750;Sector 10 Dwarka;3
13799999;1800;Sector 10 Dwarka;3
14500000;1750;Sector 10 Dwarka;3
20500000;1800;Sector 10 Dwarka;3
12300000;2000;Sector 11 Dwarka;3
10800000;1800;Sector 4 Dwarka;3
14500000;1200;Sector 22 Dwarka;2
13799999;1600;Sector 23 Dwarka;3
20000000;1850;Sector 23 Dwarka;3
16500000;2300;Sector 13 Dwarka;4
15000000;1850;Sector 10 Dwarka;3
12500000;1800;Sector 13 Dwarka;3
14800000;1800;Sector 10 Dwarka;3
15000000;1750;Sector 23 Dwarka;3
15500000;1800;Sector 22 Dwarka;3
13000000;1850;Sector 10 Dwarka;3
16500000;1800;Sector 6 Dwarka;3
13500000;1850;Sector 9 Dwarka;3
19000000;1750;Sector 7 Dwarka;3
16200000;1850;Palam;4
13000000;1800;Sector 5 Dwarka;3
17500000;1800;Sector 6 Dwarka;3
14500000;1850;Sector 5 Dwarka;3
10500000;1800;Sector 6 Dwarka;3
15500000;1800;Sector 10 Dwarka;2
14500000;1800;Sector 12 Dwarka;3
9000000;1800;Sector 9 Dwarka;3
12800000;1200;Sector 22 Dwarka;2
12000000;1800;Sector 11 Dwarka;3
17000000;1200;Sector 4 Dwarka;2
13500000;2300;Sector 13 Dwarka;4
17300000;1750;Sector 6 Dwarka;3
17000000;2300;Sector-18 Dwarka;3
13500000;2300;Sector 13 Dwarka;3
22200000;1750;Sector 10 Dwarka;3
4000000;1300;Press Enclave;3
3900000;620;Sarita Vihar;1
4800000;550;Jasola Vihar Sector 8 Road;1
4000000;580;Jasola Vihar Sector 8 Road;1
4700000;550;Jasola Vihar Sector 8 Road;1
4000000;560;Jasola Vihar Sector 8 Road;1
4700000;550;Jasola Vihar Sector 8 Road;1
3700000;521;Jasola Vihar Sector 8 Road;1
4000000;521;Jasola Vihar Sector 8 Road;1
4300000;530;Jasola Vihar Sector 8 Road;1
14000000;570;Sarita Vihar;1
10000000;1400;Jasola;3
55000000;950;Sector 9 Rohini;2
37500000;3250;Moti Nagar;4
18000000;2800;Saket;3
18000000;1100;Kailash Colony;2
15000000;1500;Saket;3
15500000;1600;Sector 19 Dwarka;3
16500000;1300;Paschim Vihar;3
35000000;1435;Karampura;3
3700000;1801;Civil Lines;3
3700000;516;Badarpur;1
3900000;520;Sarita Vihar;1
4700000;516;Badarpur;1
4000000;520;Jasola;1
4300000;520;Sarita Vihar;1
2775000;520;Sarita Vihar;1
52500000;750;Khanpur Deoli;2
4000000;3250;Moti Nagar;4
3660000;520;Sarita Vihar;1
320300000;520;Sarita Vihar;1
331300000;6815;Greater Kailash;3
254800000;7049;Greater Kailash;5
312500000;5422;Greater Kailash;4
258600000;6650;Greater Kailash;4
258500000;5503;Greater Kailash;4
204400000;5500;Greater Kailash;5
323200000;4350;Greater Kailash;4
352500000;6877;Greater Kailash;3
340900000;7500;Greater Kailash;5
340700000;7254;Greater Kailash;5
324500000;7251;Greater Kailash;5
4800000;6905;Greater Kailash;3
3800000;1017;Dwarka Mor;3
2800000;900;Dwarka Mor;3
2600000;675;Dwarka Mor;2
10000000;630;Dwarka Mor;2
4100000;1000;Naraina Vihar;2
8000000;520;Sarita Vihar;1
5500000;1337;Chattarpur;3
11000000;750;Block GH5;3
5800000;1080;West Punjabi Bagh;3
4300000;518;3 Dwarka Sector 9 Road;2
4700000;520;Jasola Vihar Sector 8 Road;1
7500000;520;Jasola Vihar Sector 8 Road;1
6700000;1381;Chattarpur;3
22500000;1200;Vasant Kunj;3
3400000;1250;Hauz Khas;3
3400000;520;Sarita Vihar;1
30000000;520;Sarita Vihar;1
5500000;2799;Hauz Khas;3
4000000;750;Paschim Vihar;3
4300000;516;Badarpur;1
4000000;516;Badarpur;1
4700000;516;Badarpur;1
4000000;516;Badarpur;1
4000000;516;Badarpur;1
240000000;516;Badarpur;1
18500000;7251;Greater Kailash;5
5500000;1850;Dwarka 11 Sector;3
13000000;600;Vasant Kunj;1
3300000;900;Sector 13 Rohini;2
5000000;460;Sarita Vihar;1
4500000;420;Block UU Uttari Pitampura;2
14200000;800;Chattarpur;2
8000000;950;Sector 13 Rohini;2
12200000;650;Vasant Kunj;1
13000000;1250;Sector 18A Dwarka;2
34500000;1650;Sector 19 Dwarka;2
12800000;2600;Saket;4
5200000;1843;Shanti Park Dwarka;3
11500000;516;Sarita Vihar;1
24500000;1300;Mayur Vihar;2
22000000;2200;Siddharth Enclave;4
61500000;883;Vasant Kunj;2
12000000;3450;Moti Nagar;4
4500000;900;Sector 13 Rohini;2
4200000;650;Lalita Park;2
21000000;516;Mathura Road Sarita Vihar;1
35000000;1250;Azad Apartments;3
17000000;1855;Patparganj;3
16000000;2025;Sector 7 Dwarka;4
15000000;1350;Paschim Vihar;3
14000000;1500;Sector 19 Dwarka;3
62500000;1500;Sector 13 Dwarka;3
4500000;3300;Moti Nagar;4
42500000;516;Sarita Vihar;1
17000000;1450;Sector-14 Rohini;3
2500000;1500;Saket;2
14200000;600;Sadulajab;1
3500000;1758;Sector 12 Dwarka;3
110000000;516;Sarita Vihar;1
42500000;2402;Greater Kailash;3
12800000;2850;Moti Nagar;4
16000000;1843;Shanti Park Dwarka;3
11500000;2400;Rajouri Garden;4
21000000;1250;Sector 13 Rohini;2
45000000;1350;Saket;3
11200000;2800;Greater kailash 1;4
3400000;1300;Sector 1 Dwarka;3
13899999;516;Sarita Vihar;1
13799999;1035;Sector 13 Rohini;3
8600000;1582;Sector 22 Dwarka;3
3500000;1200;Sector 12 Dwarka;2
19800000;668;Chattarpur;2
18500000;1500;Sector 13 Rohini;3
17500000;1350;Sector 9 Rohini;3
22500000;1800;Sector 12 Dwarka;3
24800000;2400;Sector 19 Dwarka;4
6700000;2500;Sector 19 Dwarka;4
5000000;700;Vasant Kunj Marg;1
40000000;1000;Mayur Vihar;3
4500000;2150;Sector 9 Rohini;5
32799999;630;Jasola;1
17500000;1900;Kalkaji;3
40000000;1700;Sarita Vihar;3
30000000;2700;Greater Kailash;4
37000000;2400;Sector 23 Dwarka;4
7500000;4580;Sector 13 Dwarka;6
9960000;750;Sheikh Sarai Phase2 New Delhi;1
16900000;1245;Shanti Park Dwarka;2
17000000;1700;Sector 4 Dwarka;3
8500000;1900;Sector 7 Dwarka;3
16000000;1350;Chattarpur;3
4000000;1800;Sector 3 Dwarka;3
24500000;516;Sarita Vihar;1
13500000;2200;Saket;4
3600000;1650;Sector 7 Dwarka;3
4000000;516;Sarita Vihar;1
15000000;516;Mathura Road Sarita Vihar;1
15000000;1000;Sector-14 Rohini;2
13700000;1050;Rohini Sector 9;3
19000000;975;Sector 13 Rohini;2
13500000;1500;Sheikh Sarai;2
10400000;1100;Munirka;2
3600000;1050;Munirka;2
4500000;950;Dwarka Mor;3
6500000;1050;Dwarka Mor;3
3300000;1250;Dwarka Mor;4
3000000;850;Dwarka Mor;3
2400000;750;Dwarka Mor;3
2000000;600;Dwarka Mor;2
13000000;550;Dwarka Mor;2
14200000;1300;Sector 13 Rohini;3
6500000;1150;Munirka;2
12500000;1000;Paryavaran Complex;2
16000000;1100;Meera Bagh;3
18500000;1800;Punjabi Bagh;3
4799000;1000;Saket;2
5199000;900;Uttam Nagar;3
3599000;920;Uttam Nagar;3
4199000;675;Uttam Nagar;3
27000000;810;Uttam Nagar;3
15800000;1700;Sector 18A Dwarka;3
16500000;1700;Sector 22 Dwarka;3
10500000;1650;Sector 12 Dwarka;3
11000000;1200;Sector 17 Dwarka;3
19500000;1200;Sector 13 Dwarka;3
13899999;1800;Sector 23 Dwarka;3
35000000;1700;Sector 3 Dwarka;3
15600000;2400;Sector 12 Dwarka;4
22000000;2400;Sector 5 Dwarka;4
3700000;2400;Sector 10 Dwarka;4
18000000;1625;Kundli;3
10000000;1204;Hauz Khas Enclave;2
13000000;1245;Shanti Park Dwarka;2
3400000;950;Rohini Sector 9;2
2250000;700;Uttam Nagar;3
3300000;500;Uttam Nagar;2
4500000;700;Uttam Nagar;2
4000000;800;Uttam Nagar;3
2800000;750;Uttam Nagar;3
2600000;600;Uttam Nagar;2
3875000;550;Uttam Nagar;2
30000000;1000;Khanpur;3
13000000;1200;Azad Apartments;3
19000000;1000;Sector 4 Dwarka;3
24000000;2250;Sector 12 Dwarka;3
13000000;2800;Sector 19 Dwarka;4
15500000;1300;Sector 19 Dwarka;3
23500000;2200;Sector 11 Dwarka;4
12500000;1900;Sector 10 Dwarka;3
16500000;1843;Shanti Park Dwarka;3
30000000;1800;dwarka sector 13;3
2300000;1450;Rohini sector 16;3
255000000;450;Paryavaran Complex;2
5975000;1850;Munirka;3
14000000;640;Rohini sector 24;2
42500000;1450;Jasola;3
6900000;1500;Som Vihar;3
11800000;850;Mayur Vihar Phase 2;1
16500000;1200;Sector 4 Dwarka;2
7500000;1350;Block SD Delhi;3
30000000;1000;Mayur Vihar II;2
8800000;2400;Sector 22 Dwarka;4
35500000;950;Sector 17 Dwarka;2
5000000;3200;Sector 19 Dwarka;4
4500000;1000;Uttam Nagar;3
2100000;900;Uttam Nagar;3
2000000;500;Uttam Nagar;2
6000000;520;Uttam Nagar;2
2200000;1050;Uttam Nagar;3
6500000;510;Uttam Nagar;2
3500000;1100;Uttam Nagar;3
3100000;800;Uttam Nagar;3
2800000;750;Uttam Nagar;3
16500000;600;Uttam Nagar;2
13899999;1150;Sheikh Sarai;3
9000000;1250;Munirka;2
8900000;1500;Uttam Nagar;4
4700000;1400;Uttam Nagar;4
2700000;820;Uttam Nagar;3
2400000;625;Uttam Nagar;2
7500000;525;Uttam Nagar;2
3500000;1350;Uttam Nagar;3
4200000;750;Uttam Nagar;2
10000000;850;Uttam Nagar;3
10800000;900;West Punjabi Bagh;2
3600000;1300;Sector 22 Rohini;4
9000000;900;Sector 22 Rohini;3
8700000;1100;Sector 22 Rohini;4
4000000;1100;Sector 22 Rohini;3
13000000;700;Sector 22 Rohini;2
9500000;1400;Sector 22 Rohini;4
2600000;1200;Sector 22 Rohini;4
2300000;500;Sector 22 Rohini;2
17000000;500;Sector 22 Rohini;1
5000000;1550;Sector 22 Rohini;4
3800000;1200;Sector 22 Rohini;3
3400000;650;Sector 22 Rohini;2
15500000;600;Sector 22 Rohini;2
18500000;1700;Sector 4 Dwarka;3
9000000;1600;Sector 7 Dwarka;4
15500000;850;Sector 17 Dwarka;2
33500000;1600;Sector 12 Dwarka;3
5000000;2590;Civil Lines;3
4000000;1000;Dwarka Mor;3
2000000;900;Dwarka Mor;3
3000000;500;Dwarka Mor;1
2600000;750;Dwarka Mor;2
3500000;650;Dwarka Mor;2
2500000;850;Dwarka Mor;3
34500000;600;Dwarka Mor;2
35500000;1650;Pitampura;3
22500000;3600;Pitampura;4
4000000;1400;Pitampura;3
12000000;820;Model Town;2
51000000;1114;Paryavaran Complex;3
15400000;2300;i p extension patparganj;4
4000000;1250;Munirka;3
3800000;820;Model Town;2
84100000;950;Duggal Colony;3
174500000;1821;Shivalik;3
12000000;2741;Greater Kailash II;4
9000000;600;Faridabad Gurgaon Road;2
29900000;900;Vasant Kunj;2
14600000;2800;Sector 18A Dwarka;4
35000000;1650;Sector 4 Dwarka;3
9800000;2530;Civil Lines;3
8300000;1845;DLF Farms;3
17500000;1930;86 Sector 21 Road;3
8500000;1800;Sector 2 Dwarka;3
14500000;900;Sarita Vihar;2
13500000;1550;Sarita Vihar;3
26000000;1600;Sarita Vihar;3
2000000;1800;Vasant Kunj;3
4800000;1350;Dwarka Mor;2
4200000;990;Shaheen Bagh Jamia Nagar;3
18800000;945;1 Lane Johri Farm;3
3200000;600;Vasant Kunj;3
6200000;620;Bamnoli Sector 28 Dwarka;2
13000000;850;Sector24;2
25500000;1300;IP Extension;3
5500000;1700;Saket;3
2450000;800;Anand Lok;2
354099999;700;Devli;2
3800000;5412;Safdarjung Enclave;4
2000000;990;Zakir Nagar;3
3000000;675;Khanpur Deoli;2
6800000;900;Paryavaran Complex;2
5000000;972;Jasola;3
4000000;1000;Dwarka Mor;3
2000000;900;Dwarka Mor;3
3000000;500;Dwarka Mor;1
2600000;750;Dwarka Mor;2
3500000;650;Dwarka Mor;2
2500000;850;Dwarka Mor;3
10500000;600;Dwarka Mor;2
14500000;1150;i p extension patparganj;3
24000000;1869;Sector 6 Dwarka;3
19500000;2798;Sector 6 Dwarka;4
23000000;2369;Sector 6 Dwarka;4
7500000;2600;Sector 6 Dwarka;4
150000000;900;Inderpuri;2
11200000;16000;Sainik Farms;1
7500000;1100;Sarita Vihar;2
21000000;900;MBS Nagar Block WZ;3
4500000;1800;Block A;3
21000000;495;MBS Nagar Block WZ;2
50000000;1400;Block A;3
7500000;1400;New Ashok Nagar Block E;4
12500000;900;MBS Nagar Block WZ;3
22500000;1450;Jasola;3
270000000;2210;Sector 22 Dwarka;3
325000000;5422;Greater Kailash;4
320000000;7254;Greater Kailash;5
4800000;7251;Greater Kailash;5
19000000;900;Pocket 12;3
42500000;1200;Alaknanda Gangotri Enclave;3
15500000;2900;Chittaranjan Park;4
13500000;1000;Alaknanda Gangotri Enclave;2
13000000;1000;Alaknanda Gangotri Enclave;2
10500000;1150;Chittaranjan Park;2
15500000;1150;Chittaranjan Park;2
16000000;1400;Delhi;3
25000000;2000;Delhi;3
10800000;3600;Delhi;4
14600000;1333;Sector 18A Dwarka;2
17000000;1894;Sector 19 Dwarka;3
14800000;1904;Sector 19B;3
50000000;1894;Sector 4 Dwarka;3
50000000;4430;Delhi;5
16000000;4430;Delhi;5
20000000;2000;Delhi;3
16000000;2400;Delhi;3
15500000;2400;Delhi;3
15500000;1500;Delhi;3
11800000;1850;Delhi;3
14700000;1200;Delhi;2
17500000;1800;Delhi;3
11800000;1950;Delhi;3
15500000;1200;Delhi;2
23500000;1400;Delhi;3
23500000;2600;Delhi;4
45000000;2600;Delhi;4
13000000;4430;Delhi;5
13899999;1420;Delhi;2
10800000;1906;Sector 23 Dwarka;3
14600000;1333;Sector 18A Dwarka;2
17000000;1894;Sector 19 Dwarka;3
14800000;1904;Sector 19B;3
19000000;1894;Sector 4 Dwarka;3
15800000;2200;Sector 19 Dwarka;4
16500000;1886;Sector 4 Dwarka;3
654599999;2863;Sector 4 Dwarka;3
383500000;5621;Hauz Khas;4
21000000;5211;Safdarjung Enclave;5
16500000;2350;Sector 13 Dwarka;4
16500000;1800;Sector 13 Dwarka;3
60000000;1200;Delhi;2
25000000;2202;Roop Nagar;4
6000000;1501;Kamla Nagar;2
9500000;1000;param puri;2
16000000;1100;Om Nagar;2
2000000;1100;Delhi Meerut Expressway;2
65000000;620;Delhi Meerut Expressway;2
6000000;1854;Om Nagar;3
6000000;1000;Delhi Meerut Expressway;2
65000000;1000;param puri;2
55000000;1854;Om Nagar;3
9500000;426;Om Nagar;2
17000000;1000;Paschim Vihar;3
35000000;2200;Sector 5 Dwarka;4
55000000;2500;Om Nagar;4
45000000;4503;Om Nagar;5
35000000;400;Om Nagar;2
90000000;2500;Om Nagar;4
65000000;2700;Om Nagar;5
12500000;1872;Om Nagar;3
7500000;990;Road Number 1;2
13000000;1504;param puri;2
2300000;2520;Delhi Meerut Expressway;2
3200000;900;Pitampura Vaishali;2
2200000;1350;Om Nagar;2
40000000;405;KMP Expressway;2
2100000;1530;Om Nagar;2
8800000;2448;Pratap Nagar;2
170000000;900;Sarita Vihar;2
7000000;2000;Pitampura Vaishali;6
80000000;900;Om Nagar;2
20000000;400;Pratap Nagar;2
30000000;2850;Pratap Vihar;2
10000000;2500;Om Nagar;2
22400000;1500;Om Nagar;2
200000000;2580;Sector-18 Dwarka;4
3000000;5175;Om Nagar;3
3500000;990;Jogabai Extension New Delhi;3
14900000;720;Moti Nagar;2
21100000;1550;Delhi;3
17500000;1550;Alaknanda;3
19500000;1150;Alaknanda;3
20500000;1350;Alaknanda;3
14000000;1550;Alaknanda;3
19900000;1150;Alaknanda;3
14700000;1250;Kalkaji;2
19000000;1150;Alaknanda;2
19000000;1400;Alaknanda;3
16500000;1350;Alaknanda;3
18500000;1300;Alaknanda;3
9000000;1350;Alaknanda;3
20500000;750;Kalkaji;2
24500000;1450;Alaknanda;3
20099999;1550;Alaknanda;4
19000000;1450;Alaknanda;3
16200000;1350;Alaknanda;3
55000000;1200;Alaknanda;3
15000000;2150;Delhi;4
24200000;1100;Alaknanda;2
22500000;1550;Alaknanda;3
18000000;2100;Chittaranjan Park;3
15200000;1350;Alaknanda;3
24000000;1200;Alaknanda;2
15000000;1650;Alaknanda;4
16500000;1200;Alaknanda;2
3200000;1150;Alaknanda;2
16200000;450;Chhatarpur Extension;2
14000000;1300;Alaknanda;3
9000000;1200;Alaknanda;2
15000000;1150;Chittaranjan Park;2
10500000;1250;Alaknanda;2
24500000;750;Kalkaji;2
14000000;1850;Alaknanda;3
10500000;1150;Alaknanda;3
9000000;950;Vasant Kunj;2
10500000;756;Block H;2
12000000;756;Block C;2
12000000;1125;Block H;3
13000000;1200;vikaspuri;4
13000000;1125;Block C;3
23000000;1125;Block C4H;3
12500000;1800;Block C;3
23000000;1125;Block C;3
24000000;2430;vikaspuri;4
12000000;1800;vikaspuri;3
13000000;1125;Block D;3
22000000;1115;Block C;3
9200000;1800;Block A;3
12500000;1075;Sector 13 Dwarka;3
12500000;1300;Sector 13 Rohini;3
15500000;1100;Sector 9 Rohini;3
170000000;1387;Karampura;2
7500000;1530;Pitampura;2
45000000;850;West End;2
2100000;1500;Chattarpur;5
55000000;900;Pitampura;2
55000000;422;Kamla Nagar;2
7500000;4506;Hari Nagar;5
3200000;1500;West Punjabi Bagh;3
18000000;5175;Delhi;3
100000000;2000;Sarita Vihar;4
70000000;3015;Punjabi Bagh;8
35000000;1620;Om Nagar;2
70000000;2500;Hari Nagar;4
3500000;400;Rana Pratap Bagh;2
3200000;420;Roop Nagar;2
2200000;505;Roop Nagar;2
60000000;1700;Greater Kailash;2
40000000;2200;Roop Nagar;4
35000000;1800;Kamla Nagar;3
3500000;2500;Roop Nagar;4
2000000;440;Malka Ganj;2
3000000;5625;Roop Nagar;5
60000000;1200;Roop Nagar;2
20000000;1503;Shakti Nagar;2
200000000;1800;Jor bagh;3
2300000;5625;Roop Nagar;5
100000000;1300;Azadpur;2
2600000;500;Shakti Nagar;2
60000000;1100;Jor bagh;2
20000000;2000;Malka Ganj;2
452100000;2200;Sector-18 Dwarka;4
419099999;6521;Saket;4
8500000;5211;Panchsheel Enclave;4
65000000;1000;Janakpuri;2
18000000;3123;Geetanjali Enclave;4
10700000;1200;Kalkaji Govindpuri;2
35000000;1550;Ali Gaon;3
7000000;2500;Om Nagar;2
7500000;1700;Noida;2
9500000;1200;Om Nagar;2
9000000;1100;Om Nagar;3
16000000;400;Om Nagar;2
2200000;1100;Mall Road;2
2200000;2322;Kamla Nagar;2
9000000;2322;Om Nagar;2
35000000;2250;Om Nagar;5
70000000;2500;Om Nagar;4
3000000;1503;Om Nagar;2
3000000;1206;Om Nagar;2
6000000;2500;North Campus;2
16000000;400;North Campus;2
11000000;1450;Sarita Vihar;3
180000000;900;Paschim Vihar;3
6000000;2106;Kamla Nagar;4
2200000;1006;Vikas Puri;2
2000000;2322;Om Nagar;2
16500000;1040;Om Nagar;2
20000000;1300;Alaknanda;3
16000000;2000;Vasant Kunj;3
20500000;1125;Block F;3
25000000;1800;Block F;3
4000000;1440;Delhi Meerut Expressway;3
7000000;810;Delhi Meerut Expressway;2
10000000;1125;Delhi Meerut Expressway;3
15500000;1175;Pitampura;3
8500000;1150;Rohini Sector 9;3
26500000;720;Shalimar Bagh;2
18000000;1850;DLF Golf Course;3
3011000;1650;Sarita Vihar;3
2251000;495;Om Nagar;2
4800000;459;Om Nagar;2
6000000;945;Park End;3
4511000;918;Om Nagar;3
2500000;945;Om Nagar;2
4200000;504;Om Nagar;2
2551000;765;West Punjabi Bagh;3
2751000;459;West Punjabi Bagh;2
4011000;540;West Punjabi Bagh;2
2591000;800;West Punjabi Bagh;3
3500000;600;West End;2
2411000;720;West Punjabi Bagh;3
2475000;520;West Punjabi Bagh;2
4200000;600;West Punjabi Bagh;2
5100000;765;West Punjabi Bagh;3
4800000;900;Om Nagar;3
5311000;810;West Punjabi Bagh;3
2050000;990;Om Nagar;3
2251000;495;West Punjabi Bagh;2
2200000;530;Delhi Meerut Expressway;2
3565000;580;West Punjabi Bagh;2
4759000;780;West Punjabi Bagh;3
3211000;909;Om Nagar;3
3500000;675;Om Nagar;2
2621000;790;West Punjabi Bagh;3
4151000;600;West Punjabi Bagh;2
4800000;810;West Punjabi Bagh;3
2591000;954;Om Nagar;3
3500000;600;West End;2
2411000;720;West Punjabi Bagh;3
2475000;520;West Punjabi Bagh;2
4200000;600;West Punjabi Bagh;2
5100000;765;West Punjabi Bagh;3
4800000;900;Om Nagar;3
5311000;810;West Punjabi Bagh;3
2050000;990;Om Nagar;3
2251000;495;West Punjabi Bagh;2
2200000;530;Delhi Meerut Expressway;2
3565000;580;West Punjabi Bagh;2
4759000;780;West Punjabi Bagh;3
3211000;909;Om Nagar;3
3500000;675;Om Nagar;2
52500000;1200;Delhi;2
2000000;4500;Shakti Nagar;5
3500000;3000;South Delhi;2
6500000;2500;Om Nagar;2
6000000;1800;Om Nagar;2
2000000;1000;Vikas Puri;2
35000000;556;Pitampura;2
2000000;1500;Kamla Nagar;1
2000000;400;Om Nagar;2
3200000;5625;Om Nagar;5
3500000;1350;Om Nagar;2
8000000;2700;Delhi;6
65000000;500;Rohini sector 24;2
52500000;1800;Kamla Nagar;3
55000000;4502;Shakti Nagar;5
3500000;4501;South Delhi;5
35000000;1000;Malka Ganj;2
2000000;505;Delhi;2
65000000;3000;South Delhi;2
3500000;1854;Kamla Nagar;3
6500000;2500;Om Nagar;2
6000000;1800;Om Nagar;2
30000000;1000;Vikas Puri;2
2000000;2700;Pitampura;2
2300000;1160;North Campus;2
15000000;1400;South Delhi;2
16000000;1980;Hari Nagar;4
7500000;645;Delhi;2
220000000;1200;Om Nagar;2
13000000;2322;Kamla Nagar;2
30000000;2754;Sahibabad;4
5000000;2700;Pitampura;2
18500000;500;F Block;1
16700000;1800;Block 18;3
19400000;1800;Sector-7 Rohini;3
12000000;1800;10 Sector Dwarka;3
26500000;1200;Sector 6 Rohini;2
25000000;1950;Model Town;3
26000000;1950;Model Town;3
27200000;1950;Model Town;3
35500000;2450;Model Town;3
38000000;2450;Model Town;3
36500000;2450;Model Town;3
27500000;2450;Model Town;3
28500000;2450;Model Town;3
16700000;2450;Model Town;3
19400000;1800;Sector-7 Rohini;3
12000000;1800;10 Sector Dwarka;3
220000000;1200;Sector 6 Rohini;2
12500000;2322;Kamla Nagar;2
14000000;1957;Dwarka More;3
16500000;1888;Dwarka More;3
20000000;1800;Dwarka More;3
15200000;2200;Dwarka More;4
21000000;1700;Dwarka More;3
13500000;2200;Dwarka Sector3;4
16399999;1050;Dwarka More;3
17800000;1000;Dwarka More;3
17800000;1255;Dwarka More;3
19500000;1999;Dwarka More;3
17800000;2500;Dwarka More;4
15000000;1100;Dwarka More;3
17000000;1200;Dwarka More;3
17000000;1440;Dwarka More;3
21800000;1500;Dwarka More;3
17800000;2400;Dwarka More;4
17800000;1255;Dwarka More;3
19500000;1999;Dwarka More;3
17800000;2500;Dwarka More;4
15000000;1100;Dwarka More;3
17000000;1200;Dwarka More;3
17000000;1440;Dwarka More;3
21800000;1500;Dwarka More;3
23800000;2400;Dwarka More;4
15200000;2350;Dwarka More;4
22500000;1600;Dwarka More;3
15500000;2300;Dwarka More;4
16000000;2555;Dwarka More;3
22300000;1850;Dwarka More;3
13400000;2666;Dwarka More;4
17000000;2380;Dwarka More;3
22500000;2305;Dwarka More;3
15500000;3240;Dwarka More;4
22500000;2450;Dwarka More;3
17500000;2070;Dwarka More;3
50000000;2645;Dwarka More;3
16500000;400;Delhi Meerut Expressway;2
13500000;1550;Sector 19 Dwarka;3
91800000;1200;Sector 22 Dwarka;2
465900000;2011;Shivalik;4
748100000;7211;Saket;5
285400000;12552;Prithviraj Road;8
362600000;8521;Chattarpur;5
18000000;5523;Safdarjung Enclave;4
5600000;1680;Karol Bagh;3
16500000;850;Sector 23;3
80000000;2500;Sector 23;4
18500000;4950;West Punjabi Bagh;5
13000000;1400;West Punjabi Bagh;3
12000000;1250;Vikas Puri;3
8500000;1450;param puri;2
13400000;900;Vikas Puri;2
12500000;1251;Vikas Puri;3
9000000;1000;Vikas Puri;2
7500000;952;Vikas Puri;2
11000000;1106;Vikas Puri;2
2500000;1350;Vikas Puri;3
9500000;600;Neb Sarai;1
350000000;1200;Delhi;2
340000000;7049;Greater Kailash;5
9500000;6650;Greater Kailash;4
10700000;1400;Vasundhara Enclave;3
8500000;1550;Vasundhara Enclave;3
19000000;900;Sheikh Sarai Phase2 New Delhi;2
18800000;2100;Sector 19 Dwarka;4
7000000;1615;Vasant Kunj;3
12000000;1125;Delhi;3
47000000;1300;Om Enclave Mithapur Extension;3
