Price;ft2;Location;No. of Bedrooms
3300000;495;Matiala;2
2450000;760;Uttam Nagar;3
3500000;600;Uttam Nagar;2
3300000;750;Uttam Nagar;3
2250000;800;Uttam Nagar;3
3150000;600;Uttam Nagar;2
2450000;760;Uttam Nagar;3
3250000;580;Uttam Nagar;2
2500000;760;Uttam Nagar;3
2500000;600;Uttam Nagar;2
3500000;600;Uttam Nagar;2
2400000;800;Uttam Nagar;3
2450000;580;Uttam Nagar;2
3300000;600;Uttam Nagar;2
2500000;750;Uttam Nagar;3
2250000;600;Uttam Nagar;2
2450000;600;Uttam Nagar;2
3600000;600;Uttam Nagar;2
3300000;750;Uttam Nagar;3
2550000;800;Uttam Nagar;3
3200000;600;Uttam Nagar;2
2300000;750;Uttam Nagar;3
18000000;600;Uttam Nagar;2
18000000;3500;Sector 5 Dwarka;4
16500000;1900;Sector 19 Dwarka;3
18500000;1800;Dwarka sec 6;3
15000000;1800;Sector 5 Dwarka;3
15500000;1800;Sector 5 Dwarka;3
15000000;1700;Sector 11 Dwarka;3
2700000;1800;Sector 12 Dwarka;3
13500000;562;Uttam Nagar;2
2500000;950;Vasant Kunj;2
15000000;540;Madhu Vihar;2
2500000;1100;Munirka;3
2500000;540;Madhu Vihar;2
3000000;540;Madhu Vihar;2
2600000;415;Sector 26 Dwarka;1
5500000;415;Sector 26 Dwarka;1
4200000;900;Uttam Nagar;3
